Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Platform_encoded,Genre_encoded,Publisher_encoded,Developer_encoded,Rating_encoded,Name
2001,3,1.11,0.05,0.07,4.24,79,10,7.3,6,6,3,349,887,1,Fable II
2009,2.24,1.31,0.07,0.61,4.23,91,70,8.9,1122,17,0,138,1215,7,Namco Museum
2004,1.46,0,0.83,1.93,4.23,91,68,9.3,955,16,0,277,774,5,Batman: Arkham Asylum
2011,1.41,2.01,0.1,0.7,4.22,80,39,7.5,613,17,0,527,1532,5,Metal Gear Solid 3: Snake Eater
2015,2.51,1.32,0.01,0.38,4.22,88,39,6.2,1749,30,7,66,173,5,Assassin's Creed: Revelations
2013,0.92,2.89,0.01,0.4,4.22,84,41,4.2,435,28,10,139,424,1,Fallout 4
2006,2.45,1.01,0,0.75,4.21,85,59,8.7,109,19,4,457,1172,2,FIFA 14
1995,1.7,2.27,0,0.23,4.21,71,22,7.5,24,13,11,21,1558,8,Daxter
2005,0.78,2.55,0.04,0.84,4.21,80,32,7.8,47,16,10,139,424,1,Warcraft II: Tides of Darkness
2003,0.88,2.3,0.2,0.83,4.2,80,32,7.5,22,16,3,457,1242,1,FIFA Soccer 06
2007,1.28,1.82,0.57,0.52,4.19,80,67,7.1,120,17,6,457,1118,1,EyeToy Play
2011,2.25,1.47,0.04,0.43,4.19,80,77,7.2,564,28,0,527,1532,5,Gran Turismo 5 Prologue
2011,0.84,2.78,0.02,0.53,4.18,71,22,7.5,24,28,10,139,1558,8,Assassin's Creed: Revelations
1989,3.38,0.44,0.31,0.04,4.17,71,22,7.5,24,11,0,387,1558,8,FIFA 12
2009,2.03,1.04,0.58,0.52,4.16,94,61,7.3,330,17,2,85,264,7,Teenage Mutant Ninja Turtles
1984,2.04,0.48,1.57,0.07,4.16,71,22,7.5,24,11,6,361,1558,8,Street Fighter IV
1997,3.79,0.27,0,0.11,4.16,71,22,7.5,24,15,0,217,1558,8,Excitebike
2002,3.36,0.21,0.01,0.56,4.14,95,25,7.7,65,16,10,139,442,1,Frogger
1997,4.03,0,0.09,0,4.12,96,24,9.1,3161,13,8,546,1567,5,Madden NFL 2003
1995,1.65,0.61,1.76,0.09,4.12,71,22,7.5,24,23,4,361,1558,8,Half-Life
2006,0.71,2.48,0.03,0.89,4.11,71,22,7.5,24,16,10,139,1558,8,Super Mario World 2: Yoshi's Island
1992,1.42,0.51,2.1,0.07,4.1,71,22,7.5,24,23,2,85,1558,8,FIFA Soccer 07
2007,2.57,1.52,0,0,4.09,91,46,7.9,785,13,7,21,214,7,Street Fighter II Turbo
2016,1.1,2.15,0.21,0.61,4.08,88,31,8.4,809,18,8,139,430,5,World of Warcraft: The Burning Crusade
2007,2.32,0.04,0.04,1.67,4.07,93,70,8.9,709,16,0,457,1230,5,Battlefield 1
2005,0.12,2.26,0.9,0.77,4.06,71,22,8.2,23,16,10,277,804,1,God of War II
2010,2.66,1.03,0.04,0.33,4.05,84,81,8.1,769,28,7,66,1038,5,World Soccer Winning Eleven 9
2007,2.35,1.27,0.03,0.41,4.05,90,66,8.3,381,28,6,325,1513,1,Fallout: New Vegas
2007,2.12,1.47,0.05,0.42,4.05,56,27,6,44,26,3,496,272,1,Forza Motorsport 2
2014,1.4,1.9,0.11,0.64,4.05,80,80,6.3,2996,18,0,527,1532,5,Carnival Games
1996,2.28,1.55,0.16,0.06,4.05,71,22,7.5,24,15,3,457,1558,8,Watch Dogs
2000,1.68,1.51,0.51,0.35,4.05,85,25,8.5,117,16,2,349,967,7,Namco Museum Vol.3
2014,1.13,2.18,0.1,0.63,4.04,85,83,7.7,1653,18,8,527,1532,5,Tekken Tag Tournament
1997,2.78,0.58,0.64,0.04,4.03,71,22,7.5,24,10,8,361,1558,8,Far Cry 4
1984,1.22,0.28,2.46,0.04,4.01,71,22,7.5,24,11,10,361,1558,8,Star Fox 64
2005,2.08,1.35,0,0.54,3.98,61,21,7.5,24,16,3,349,390,2,Golf
2009,2.67,0.87,0.05,0.38,3.97,89,76,8.6,681,28,8,139,1567,5,Namco Museum: 50th Anniversary
2015,1.02,2.13,0.23,0.59,3.97,92,79,9.2,10179,18,7,349,260,5,Left 4 Dead 2
2014,1.19,2.07,0.08,0.62,3.96,70,40,4.9,2050,18,0,527,1553,5,The Witcher 3: Wild Hunt
2015,1.53,1.69,0.1,0.64,3.95,87,89,7.6,2679,18,0,550,1215,5,Assassin's Creed: Unity
2011,2.03,1.16,0.37,0.38,3.95,93,81,8,1958,26,0,361,1008,2,Batman: Arkham Knight
2008,2.15,1.13,0.07,0.59,3.94,90,57,8,910,17,7,66,173,5,The Legend of Zelda: Skyward Sword
2007,0.9,1.76,0.92,0.37,3.94,84,65,8.8,72,4,5,361,832,2,Fallout 3
1994,1.97,0.76,1.07,0.11,3.91,71,22,7.5,24,5,4,361,1558,8,Professor Layton and the Diabolical Box
2009,2.09,1.35,0.06,0.4,3.9,81,27,8.7,39,26,10,139,424,1,Donkey Kong Land
2003,2.29,1.17,0.01,0.42,3.9,90,38,8.7,121,16,10,21,992,7,EA Sports Active
2014,0.68,0.48,2.62,0.11,3.89,86,80,8.7,348,2,7,361,264,7,Tony Hawk's Underground
2011,1.16,2.12,0,0.6,3.88,94,32,8.1,9073,13,7,66,173,5,Monster Hunter 4 Ultimate
2015,2.49,0.66,0.03,0.69,3.88,87,51,6.7,364,18,10,496,1592,2,The Elder Scrolls V: Skyrim
2005,0.93,1.94,0.31,0.7,3.87,88,62,8.6,229,16,2,349,967,7,NBA 2K16
1988,0.1,0,3.77,0,3.87,71,22,7.5,24,11,7,145,1558,8,Tekken 5
2006,1.53,1.6,0.06,0.67,3.87,84,9,7.4,220,17,6,457,499,7,Dragon Warrior III
2011,1.44,1.41,0.73,0.27,3.85,71,22,7.5,24,2,9,361,1558,8,MotorStorm
2004,0.16,1.89,1.12,0.68,3.85,91,26,9.1,38,16,10,277,777,1,Nintendogs + cats
2010,2.13,1.12,0.1,0.5,3.84,76,64,7.9,104,17,10,457,1239,2,World Soccer Winning Eleven 8 International
1995,2.12,1.44,0.22,0.06,3.84,71,22,7.5,24,15,3,457,1558,8,Sports Champions
1992,2.21,0.96,0.54,0.13,3.83,71,22,7.5,24,5,0,361,1558,8,Namco Museum Vol.1
2013,1.78,1.43,0.05,0.57,3.83,78,49,3.7,1564,18,8,21,717,5,The Legend of Zelda: Link's Awakening
2007,0.86,1.56,1.05,0.35,3.83,59,22,4,4,4,3,361,1013,1,Call of Duty: Ghosts
2016,1.35,1.7,0.15,0.6,3.8,80,64,7,2219,18,8,527,888,5,Flash Focus: Vision Training in Minutes a Day
2007,1.05,1.91,0.41,0.42,3.79,68,33,6.9,39,26,3,361,1008,1,Tom Clancy's The Division
1996,1.82,1.24,0.47,0.25,3.77,71,22,7.5,24,15,0,543,1558,8,Big Brain Academy: Wii Degree
2009,2.23,0.47,0.81,0.26,3.77,71,22,7.5,24,4,7,361,1558,8,Resident Evil Director's Cut
2008,2.4,1.01,0,0.36,3.76,77,60,7.5,66,28,0,21,1496,2,Mario & Luigi: Bowser's Inside Story
2002,2.03,1.56,0,0.17,3.76,79,21,8,29,13,9,139,898,7,LEGO Indiana Jones: The Original Adventures
2007,1.4,1.39,0.1,0.86,3.74,71,22,7.5,24,19,4,457,1558,8,The Sims: Unleashed
2001,1.37,2,0.14,0.22,3.73,64,11,7.5,41,15,0,139,95,1,Ratchet & Clank: Size Matters
2011,1.12,1.87,0.27,0.45,3.72,71,22,7.5,24,26,10,447,1558,8,Harry Potter and the Sorcerer's Stone
1999,1.3,0.77,1.54,0.11,3.72,71,22,7.5,24,15,0,138,1558,8,Mario & Sonic at the London 2012 Olympic Games
2007,1.95,0.86,0.59,0.31,3.71,85,56,7.9,417,26,4,361,724,1,Resident Evil 3: Nemesis
2000,1.93,1.58,0,0.19,3.71,91,15,8.8,207,15,4,457,723,1,Super Paper Mario
2013,1.33,1.68,0.13,0.57,3.71,88,36,8.1,840,17,0,527,1524,5,Spyro: Year of the Dragon
2004,0.58,2.48,0.04,0.59,3.7,81,27,7.6,56,16,10,139,424,1,Assassin's Creed IV: Black Flag
1998,1.49,0.73,1.38,0.1,3.7,71,22,7.5,24,5,11,361,1558,8,FIFA Soccer 2005
2009,0,0,3.67,0,3.67,71,22,7.5,24,4,3,361,1558,8,Pokémon Trading Card Game
2002,2.13,1.18,0.01,0.35,3.67,94,27,8.5,128,16,10,21,992,7,Friend Collection
2015,2.04,1.28,0.02,0.32,3.66,71,22,7.5,24,30,8,139,1558,8,Tony Hawk's Pro Skater 4
2007,1.58,1.59,0.08,0.41,3.66,67,15,7.3,13,4,9,139,1415,1,Star Wars Battlefront (2015)
2005,1.65,1.21,0,0.79,3.65,74,34,8.4,31,19,6,496,1206,2,MySims
1998,1.87,1.13,0.55,0.1,3.65,71,22,7.5,24,10,4,361,1558,8,Midnight Club 3: DUB Edition
2002,2.53,0.81,0.06,0.24,3.65,82,42,7.9,82,16,8,457,1650,5,Banjo-Kazooie
2001,2.08,1.09,0.15,0.33,3.64,90,35,8.7,312,16,4,457,977,1,SOCOM: U.S. Navy SEALs
1999,2.23,0.68,0.66,0.06,3.63,71,22,7.5,24,10,9,361,1558,8,Jak and Daxter: The Precursor Legacy
2007,0.05,0,0.64,2.93,3.63,82,10,7.9,38,16,10,277,804,1,Pokemon Snap
2005,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1013,16,0,85,264,5,Pro Evolution Soccer 2008
2008,2.32,0.96,0,0.34,3.62,86,18,7.6,71,26,3,21,1577,7,Resident Evil 4
2009,0.6,2.45,0.05,0.52,3.62,91,56,7.6,203,17,10,139,442,1,Guitar Hero: World Tour
2004,1.93,1.22,0.03,0.44,3.61,82,36,8.7,142,16,8,290,1073,7,FIFA Soccer 10
1994,2.05,1.4,0,0.16,3.61,71,22,7.5,24,13,8,543,1558,8,Star Wars: Battlefront
2001,2.02,1.17,0,0.42,3.61,64,23,7.7,32,16,6,139,535,7,Doom II: Hell on Earth
2001,2.38,0.67,0.46,0.1,3.6,78,34,8.5,161,7,0,361,1008,1,The Simpsons: Road Rage
2013,1.35,1.55,0.17,0.51,3.59,85,18,6.9,1580,18,8,139,430,5,Luigi's Mansion
2005,2.18,1.02,0.03,0.37,3.59,84,30,9,268,16,8,290,1073,7,Battlefield 4
2013,1.88,1.39,0,0.31,3.59,71,22,6.2,10,26,3,527,1524,2,Star Wars: Battlefront II
2007,1.6,1.49,0.1,0.39,3.58,70,39,8,9,4,9,6,1040,1,Just Dance 2014
2000,2.01,1.35,0.06,0.16,3.58,71,22,7.5,24,15,2,490,1558,8,Cooking Mama 2: Dinner With Friends
1997,1.57,1.79,0,0.2,3.56,71,22,7.5,24,15,4,165,1558,8,WWF SmackDown!
2006,1.56,1.4,0.07,0.5,3.54,78,49,7.8,112,16,0,496,1206,5,Croc: Legend of the Gobbos
2002,1.23,1.77,0.05,0.49,3.54,72,49,6.8,88,16,0,457,1442,5,Grand Theft Auto: Liberty City Stories
1997,1.66,1.58,0.12,0.18,3.54,71,22,7.5,24,15,0,138,1558,8,The Getaway
2001,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,16,8,139,438,7,Tomb Raider III: Adventures of Lara Croft
2005,1.98,1.14,0.01,0.41,3.53,71,22,7.5,24,16,0,138,1558,8,James Bond 007: Agent Under Fire
2000,1.96,1.33,0,0.23,3.52,71,22,7.5,24,15,0,490,1558,8,LEGO Star Wars: The Video Game
2010,0.71,2.39,0.02,0.4,3.52,88,66,7.5,155,28,10,139,442,1,Rugrats in Paris: The Movie
1999,2.14,1.21,0.01,0.17,3.52,71,22,7.5,24,15,4,457,1558,8,FIFA Soccer 11
2008,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,28,8,139,280,5,Spyro 2: Ripto's Rage!
1996,1.17,0.5,1.75,0.08,3.51,71,22,7.5,24,23,4,361,1558,8,Left 4 Dead
2014,2.27,0.9,0,0.33,3.5,72,59,4.1,1005,30,0,527,1553,5,Donkey Kong Country 3: Dixie Kong's Double Trouble!
1985,1.64,0.38,1.42,0.06,3.5,71,22,7.5,24,11,0,361,1558,8,Assassin's Creed: Unity
2009,2.11,0.93,0.12,0.34,3.5,83,91,7.5,523,28,0,85,264,5,Kung Fu
2010,2.85,0.38,0.03,0.24,3.49,89,81,8.3,693,28,0,527,1532,5,Resident Evil 5
2013,1.3,1.42,0.27,0.5,3.49,80,14,5.8,579,17,8,139,430,5,Assassin's Creed: Brotherhood
2009,2.2,0.95,0.02,0.31,3.48,92,78,8.7,1080,28,0,138,1215,7,FIFA Soccer 2004
2013,2.15,1.01,0.02,0.31,3.48,79,21,5.6,542,28,8,139,430,5,Battlefield 4
2010,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869,28,8,139,430,5,Batman: Arkham Asylum
2009,1.21,1.62,0.27,0.37,3.46,71,22,7.5,24,4,10,447,1558,8,Battlefield 4
2008,2.1,1.01,0.01,0.35,3.46,71,70,8.8,29,4,3,21,1577,2,Battlefield: Bad Company 2
2006,0.59,1.79,0.73,0.34,3.45,83,30,8.4,28,4,3,361,55,1,Mario & Sonic at the Olympic Winter Games
2013,0,0,3.44,0,3.44,71,22,7.5,24,2,7,85,1558,8,Guitar Hero: On Tour
2009,2.4,0.71,0.03,0.29,3.44,84,83,8.2,715,28,8,496,589,5,Clubhouse Games
2002,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126,16,2,349,967,7,Monster Hunter 4
1994,0.86,0,2.55,0.02,3.42,71,22,7.5,24,23,7,468,1558,8,Borderlands
1998,1.13,2.07,0,0.22,3.42,70,15,8,67,15,0,496,357,7,Tekken 4
2015,1.09,1.36,0.49,0.48,3.41,93,86,8.2,3943,18,0,277,802,5,Final Fantasy III
2004,1.75,1.2,0.02,0.43,3.41,80,50,8.9,106,16,0,21,1499,7,Grand Theft Auto 2
1990,1.73,0.69,0.59,0.4,3.41,71,22,7.5,24,5,6,361,1558,8,Metal Gear Solid V: The Phantom Pain
2002,0.46,2.28,0.05,0.61,3.4,88,15,6.7,35,16,10,139,424,1,Spider-Man 2
2011,1.83,1.05,0.06,0.46,3.39,91,86,8.4,657,17,4,457,899,1,F-1 Race
2000,1.56,1.47,0.19,0.17,3.39,68,12,8.2,99,15,3,457,494,1,FIFA Soccer 2003
2015,0.81,1.99,0.07,0.52,3.39,76,86,6.8,1319,18,0,527,1538,5,LittleBigPlanet 2
2008,2.04,1.02,0,0.32,3.38,76,49,7.9,75,28,0,550,1496,2,Crash Bash
2014,2.14,0.92,0,0.31,3.37,75,11,5.5,1735,30,8,21,254,7,Assassin's Creed Syndicate
1998,2.47,0.76,0,0.13,3.36,71,22,7.5,24,15,2,17,1558,8,LEGO Batman: The Videogame
2000,1.9,0.67,0.73,0.06,3.36,71,22,7.5,24,10,0,361,1558,8,Destiny
2012,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1041,17,8,527,1532,5,WWF War Zone
1998,1.63,1.53,0,0.18,3.34,71,22,7.5,24,15,1,490,1558,8,The Legend of Zelda: Majora's Mask
2006,0,0.99,2.32,0.02,3.33,71,22,7.5,24,4,3,361,1558,8,Far Cry 3
2002,1.45,1.29,0.12,0.46,3.33,77,20,8.5,66,16,8,139,494,7,Rugrats: Search For Reptar
2002,1.44,1.01,0.57,0.3,3.33,71,22,7.5,24,16,4,457,1558,8,English Training: Have Fun Improving Your Skills!
2015,0.27,0.21,2.79,0.05,3.32,71,22,7.5,24,2,0,85,1558,8,James Bond 007: Nightfire
2005,1.47,1.39,0.03,0.43,3.32,60,34,7.2,82,16,0,290,410,7,Ratchet & Clank
2009,1.4,0.91,0.74,0.26,3.31,87,75,7.8,228,4,0,361,1008,2,Monster Hunter X
2001,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86,16,8,496,1211,5,Star Wars Episode III: Revenge of the Sith
2013,1.9,1.11,0.01,0.29,3.3,86,35,7.9,701,28,0,527,1524,5,The Legend of Zelda: Spirit Tracks
2003,1.5,1.28,0.05,0.46,3.28,85,31,8.7,105,16,0,139,432,7,Max Payne
2014,0.09,0,3.18,0.01,3.28,71,22,7.5,24,2,7,361,1558,8,Assassin's Creed IV: Black Flag
2015,2.61,0.33,0,0.34,3.28,82,74,7.5,563,30,8,325,1349,5,The Lord of the Rings: The Return of the King
2003,1.89,1.05,0.02,0.31,3.27,77,39,8,94,16,0,21,857,5,Yokai Watch 2 Ganso/Honke
2008,0.6,1.57,0.82,0.27,3.26,86,62,9.2,111,4,5,361,832,2,Gears of War: Ultimate Edition
2009,0.5,1.58,0.31,0.87,3.25,71,22,7.5,24,19,6,457,1558,8,True Crime: Streets of LA
2015,0.89,2.12,0,0.24,3.25,84,45,4.4,459,30,10,139,442,1,Professor Layton and the Unwound Future
2008,1.35,1.11,0.46,0.32,3.25,63,43,4.6,116,26,3,361,1008,1,Gran Turismo (PSP)
1995,0.95,1.3,0.77,0.22,3.24,71,22,7.5,24,15,2,457,1558,8,FIFA 16
2015,2.34,0.3,0,0.6,3.24,83,37,5.9,180,18,10,139,442,1,Wii Music
2013,0.72,1.67,0.4,0.44,3.23,81,81,7.7,758,17,6,457,1118,1,Tekken
2014,1.91,1,0.03,0.29,3.23,85,69,7.2,1267,30,8,325,18,5,Madden NFL 16
1999,1.72,1.33,0,0.16,3.21,71,22,7.5,24,15,8,139,1558,8,Gran Turismo 6
2015,1.18,0.89,0.94,0.2,3.21,88,85,8.7,691,27,4,361,1008,1,Halo: The Master Chief Collection
2000,1.76,1.21,0.07,0.16,3.2,71,22,7.5,24,15,2,490,1558,8,007: Tomorrow Never Dies
1983,0.73,0.1,2.35,0.02,3.2,71,22,7.5,24,11,10,361,1558,8,Super Mario Maker
1995,2.26,0.72,0.12,0.1,3.2,71,22,7.5,24,23,2,361,1558,8,WWF SmackDown! 2: Know Your Role
1995,0,0,3.19,0,3.19,71,22,7.5,24,23,7,145,1558,8,Baseball
2008,1.48,1,0.04,0.66,3.18,91,79,8.6,565,19,0,457,1172,5,Killer Instinct
2003,1.78,1.12,0.09,0.19,3.18,62,30,8.1,137,16,0,53,1295,7,Dragon Quest VI: Maboroshi no Daichi
2007,1.35,0.59,0.8,0.43,3.18,83,67,8,463,19,7,466,1351,7,God of War: Chains of Olympus
2010,2.15,0.76,0.01,0.26,3.17,82,63,7.6,85,28,3,294,637,7,Enter the Matrix
2011,1.27,1.29,0.12,0.49,3.17,89,78,7.7,1010,17,1,496,1438,5,Crisis Core: Final Fantasy VII
2001,2.06,0.56,0.38,0.17,3.17,89,22,9.1,95,16,9,459,967,1,Dance Central
2001,1.92,0.16,0.99,0.09,3.15,87,42,8.9,137,7,9,361,1008,1,L.A. Noire
2007,0.68,0,0,2.46,3.14,83,12,6.5,36,16,10,139,424,1,Ace Combat 04: Shattered Skies
2008,1.87,0.97,0,0.3,3.14,71,22,8,37,4,1,127,7,1,Animal Crossing
2000,1.7,1.25,0.02,0.16,3.13,87,19,9,107,15,0,21,992,1,FIFA Soccer 08
2012,1.06,1.09,0.76,0.22,3.13,73,45,6.8,155,26,3,361,982,1,Club Penguin: Elite Penguin Force
1998,2.14,0.86,0,0.13,3.12,88,13,7.5,24,15,6,139,424,1,Spider-Man
1999,2.31,0.62,0.14,0.04,3.12,71,22,7.5,24,10,6,361,1558,8,Mario Party 9
2005,1.21,1.56,0.06,0.29,3.12,82,43,8.5,101,4,4,447,402,1,Need for Speed III: Hot Pursuit
1990,0.08,0,3.03,0.01,3.12,71,22,7.5,24,11,7,145,1558,8,Star Wars Episode I Racer
2008,0.55,0.5,1.93,0.13,3.11,83,48,9,63,4,3,361,1008,1,Sonic Rush
2010,1.52,1.03,0.1,0.46,3.11,82,57,7.8,492,17,7,66,1038,5,Dragon Warrior IV
2006,0.9,1,1.03,0.17,3.11,81,12,7.8,10,4,3,361,711,1,Rhythm Heaven
2007,1.69,0.85,0.14,0.43,3.1,93,45,8,604,17,7,527,25,5,Fallout: New Vegas
2013,1.4,1.01,0.46,0.23,3.1,91,81,8.9,1057,2,0,361,1008,1,Personal Trainer: Cooking
2012,0.88,0.94,0.88,0.4,3.1,74,34,5.4,1304,17,8,85,264,5,The Elder Scrolls IV: Oblivion
2010,1.99,0.81,0.03,0.27,3.1,96,98,8.9,3143,28,7,139,194,5,The Legend of Zelda: A Link Between Worlds
2002,2.17,0.28,0.55,0.08,3.09,67,28,7.9,71,16,2,53,399,7,Resident Evil 6
2001,2.5,0.16,0.01,0.42,3.08,94,23,7.9,46,16,10,139,442,1,Mass Effect 2
1986,1.92,0.45,0.64,0.07,3.08,71,22,7.5,24,11,10,349,1558,8,Dragon Ball Z: Budokai
1994,1.57,0.62,0.55,0.34,3.07,71,22,7.5,24,5,4,361,1558,8,Madden NFL 2002
2002,1.72,1.21,0,0.14,3.07,75,18,7.8,22,13,9,139,898,7,World Class Track Meet
2015,0.51,1.02,1.4,0.12,3.05,66,60,6.9,106,2,9,361,1008,1,Donkey Kong
2014,1,1.82,0,0.23,3.05,70,74,3.9,2057,13,9,139,898,7,The Sims: Vacation
2012,1.89,0.88,0.04,0.25,3.05,89,59,8.2,892,28,8,496,589,5,LEGO Batman: The Videogame
2008,1.75,1.01,0,0.29,3.05,72,16,8,16,4,0,550,1417,2,Animal Crossing: Happy Home Designer
2008,1.91,0.84,0,0.29,3.04,75,42,7.4,32,28,0,21,857,2,The Sims 4
2012,1.94,0.84,0.03,0.24,3.04,93,74,5.8,3725,28,7,139,194,5,Borderlands 2
2010,1.29,1.21,0.06,0.47,3.03,87,107,7.7,2759,17,1,457,1146,5,LEGO Batman: The Videogame
1995,1.54,1.33,0,0.16,3.03,71,22,7.5,24,15,4,527,1558,8,Kung Fu Panda
2008,1.94,0.79,0.02,0.28,3.03,81,75,8.1,307,28,0,490,1601,5,Mass Effect 3
2002,1.85,1.04,0,0.13,3.02,93,46,8.5,121,29,0,527,1532,7,Heavy Rain
1987,2.03,0.47,0.45,0.07,3.02,71,22,7.5,24,11,2,361,1558,8,Rayman
2002,1.45,1.13,0.07,0.38,3.02,71,22,7.5,24,16,10,490,1558,8,Saints Row 2
2013,0.61,1.85,0.11,0.44,3.01,87,26,6.3,616,18,10,139,424,1,Tom Clancy's Splinter Cell
2009,1.4,1.06,0.08,0.47,3.01,91,94,8.1,1505,17,8,457,620,5,Mike Tyson's Punch-Out!!
2012,1.38,1.32,0.02,0.28,3,91,39,8.6,1247,28,8,527,1532,5,WWE SmackDown! Shut Your Mouth
2010,2.04,0.63,0.12,0.22,3,73,78,7,131,26,4,127,763,1,FIFA 14
2012,2.6,0.2,0.01,0.19,3,88,41,7.2,131,28,10,496,1592,1,Killzone 2
2007,1.15,0,0.76,1.09,3,73,24,9.2,173,16,2,53,1347,7,Far Cry 3
1993,1.61,0.51,0.8,0.07,2.99,71,22,7.5,24,23,8,361,1558,8,Epic Mickey
2000,1.67,1.18,0,0.13,2.99,82,23,6.6,20,13,3,139,898,7,NBA 2K13
2002,0.12,1.26,1.16,0.45,2.99,93,24,9.1,65,16,10,277,777,1,Dragon Ball Z: Budokai Tenkaichi 3
2001,1.36,0.86,0.64,0.13,2.99,94,37,8.5,466,16,0,85,264,5,wwe Smackdown vs. Raw 2006
2011,1.58,1.01,0,0.38,2.96,85,73,5.9,2748,13,7,139,851,7,Star Fox
2014,1.01,1.43,0.05,0.47,2.96,84,85,8.1,1886,18,0,550,950,5,The Sims: Livin Large
2003,1.04,1.37,0.06,0.49,2.96,64,29,7.8,94,16,4,447,1328,1,World Soccer Winning Eleven 6 International
2002,1.36,1.15,0.04,0.41,2.96,85,19,7.8,78,16,0,138,736,5,Devil May Cry
2014,1.84,0.8,0.04,0.27,2.95,86,68,6.4,2658,30,8,139,1197,5,Star Wars: The Old Republic
2010,1.33,1.1,0.08,0.44,2.95,88,59,8.5,572,17,8,139,430,5,Middle-Earth: Shadow of Mordor
1996,1.98,0.58,0.34,0.04,2.94,71,22,7.5,24,10,6,361,1558,8,Sonic Heroes
2003,2.22,0.51,0.06,0.15,2.94,87,42,9,93,16,8,457,1650,5,Hitman 2: Silent Assassin
2005,1.45,1.11,0.04,0.33,2.94,71,22,7.5,24,16,2,490,1558,8,Titanfall
2001,2.07,0.77,0.05,0.05,2.94,79,13,7.8,4,6,5,53,887,1,Battlefield: Bad Company 2
2009,1.82,0.7,0.15,0.26,2.94,93,77,7.3,292,28,2,85,264,7,Wave Race 64
2009,1.76,0.68,0.12,0.37,2.93,85,98,8.3,1172,17,0,457,1382,7,SOCOM II: U.S. Navy SEALs
2008,1.55,0.04,1.19,0.15,2.92,76,40,8.8,76,4,4,361,628,1,WWE SmackDown! vs. RAW 2006
2013,1.88,0.77,0,0.27,2.92,78,7,4.3,700,30,8,21,717,5,Pac-Man Collection
2014,0.79,1.92,0,0.21,2.92,71,22,4.2,85,28,10,139,442,1,Street Fighter IV
2002,1.75,0.45,0.62,0.09,2.91,71,22,7.5,24,6,4,361,1558,8,inFAMOUS
2007,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1692,28,7,325,194,5,Kirby Super Star Ultra
2004,1.54,1.14,0,0.22,2.9,73,21,8.6,30,16,3,447,1328,1,Call of Duty: Ghosts
2003,0.08,1.24,1.13,0.45,2.9,93,28,9,45,16,10,277,777,1,FIFA 15
2008,1.75,0.86,0,0.28,2.89,67,45,6.8,18,28,10,447,1383,2,Super Mario World 2: Yoshi's Island
2001,0.99,0.32,1.38,0.2,2.89,85,30,8.9,16,16,10,457,292,1,Mass Effect
2007,1.41,1.12,0.05,0.3,2.89,61,37,5.3,23,26,9,6,1041,1,Sonic Mega Collection Plus
2004,1.51,1.12,0.01,0.24,2.89,76,49,7.7,69,16,8,21,1336,7,World Soccer Winning Eleven 7 International
2006,0.86,1.04,0.73,0.26,2.89,83,61,7.4,179,26,5,361,724,2,Sega Superstars Tennis
1999,2.03,0.72,0.02,0.11,2.88,71,22,7.5,24,15,8,457,1558,8,Hot Shots Golf 3
2007,1.3,1.26,0,0.31,2.87,71,22,7.7,15,4,9,527,1524,1,Cooking Mama: Cook Off
1998,0.09,2.43,0.12,0.22,2.87,71,22,7.5,24,15,6,91,1558,8,Call of Duty: Finest Hour
2012,2.53,0.15,0,0.17,2.86,81,36,5.8,179,28,10,139,446,1,WarioWare: Smooth Moves
2002,2.09,0.63,0.03,0.11,2.86,87,34,8.7,111,29,7,527,174,7,Syphon Filter
2013,1.07,1.31,0.06,0.42,2.85,83,29,7.8,1530,18,0,527,1524,5,Imagine: Babyz
1996,1.37,1.34,0,0.14,2.85,71,22,7.5,24,13,11,543,1558,8,Colin McRae Rally
1990,1.37,0.51,0.89,0.07,2.85,71,22,7.5,24,23,6,361,1558,8,Madden NFL 13
1997,1.29,0.53,0.98,0.05,2.85,71,22,7.5,24,10,4,361,1558,8,The Elder Scrolls III: Morrowind
2011,1.98,0.53,0,0.34,2.84,84,60,8.4,494,17,2,550,988,5,Assassin's Creed IV: Black Flag
2009,2.52,0.09,0,0.22,2.83,85,58,6.1,90,28,10,139,446,1,Command & Conquer: Red Alert
2002,1.32,1.08,0.04,0.39,2.83,71,22,7.5,24,16,2,490,1558,8,F-Zero
2007,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2249,28,8,496,746,5,Yoshi's Story
2002,1.96,0.67,0.1,0.09,2.82,97,70,9.3,747,7,8,361,1198,7,Mortal Kombat
2010,1.87,0.55,0.11,0.29,2.82,90,59,8.2,791,17,0,527,1532,5,Madden NFL 10
2003,1.59,1.05,0.04,0.14,2.82,71,22,7,8,6,0,490,1577,1,WWE SmackDown! vs. Raw
2011,1.51,1.03,0,0.27,2.81,71,22,7.5,24,26,10,298,881,7,BioShock
